8.464874230314607395e-01,9.971847703043877909e-01,9.995305202638473663e-01,9.996299957019757487e-01,9.997077234586602135e-01,9.997870741370936676e-01,9.995946276733129743e-01,9.994802852297314244e-01,9.995007721507511711e-01,9.996101464557077820e-01,9.997003974200540100e-01,9.997836366429013744e-01,9.998103763408416889e-01,9.998118781219011986e-01,9.998467580205238070e-01,9.998984147959107949e-01,9.998965693099824970e-01,9.998345918839565138e-01,9.998817407206821439e-01,9.999181238272238925e-01,9.999085283390972689e-01,9.999106454510868769e-01,9.999205984937572511e-01,9.999282498079438142e-01,9.999537355283135698e-01,9.999562516089246511e-01,9.999623778560765563e-01,9.999730460382896258e-01,9.999643179251348490e-01,9.999791819872173582e-01,9.999852501944352934e-01,9.999866081824203556e-01,9.999863645593290995e-01,9.999898913138630663e-01,9.999874434088728004e-01,9.999899202355470029e-01,9.999879625193697219e-01,9.999935989448077711e-01,9.999916720766671707e-01,9.999896924862227143e-01,9.999939177065610973e-01,9.999881180967625793e-01,9.999910823769061485e-01,9.999940448361589462e-01,9.999964572344124392e-01,9.999936528933568436e-01,9.999963092056159963e-01,9.999967449227049610e-01,9.999990386526380615e-01,9.999999999939118700e-01
1.400050175469992331e-01,6.654679228297419313e-02,3.575642940482306326e-02,2.869540202725865199e-02,2.536437259847575468e-02,2.405920036366825457e-02,2.509041405377292200e-02,2.382478965358252390e-02,2.325443563708590178e-02,2.193995548041809823e-02,1.913081573168695301e-02,1.799071922811201762e-02,1.722967346033882005e-02,1.576085201385270598e-02,1.516960203951565715e-02,1.374592636222272610e-02,1.252822789056915777e-02,1.248375706111537128e-02,1.113795830486481384e-02,1.068683259625275925e-02,1.073594797566367574e-02,9.493239599356521549e-03,9.471036297123079997e-03,9.194135823737839205e-03,8.082174142709262071e-03,8.269182938822753834e-03,8.189984663091738615e-03,8.224318638517384358e-03,8.105414493792449659e-03,7.167265140632256629e-03,6.440499855810448253e-03,6.292844111986202124e-03,5.995047993269950540e-03,5.203645116709901090e-03,5.147498788611090843e-03,4.564742642826919404e-03,4.411585936551698159e-03,4.212779892635351749e-03,4.418211004661096175e-03,4.194903268846551618e-03,3.941127442095297001e-03,3.813510228546923130e-03,3.408848897301833877e-03,3.183461343997786696e-03,2.842787214737843224e-03,3.005559472600910324e-03,2.387402165163219746e-03,2.125850929281021366e-03,1.275416392415387864e-03,3.381850591896449052e-06
9.520509191085042566e-01,9.940377944478234751e-01,9.971918701692493725e-01,9.976060695286496083e-01,9.989147101181988786e-01,9.988042359626986277e-01,9.991513387270802848e-01,9.992225985538177868e-01,9.993682223278882448e-01,9.993095119042227914e-01,9.995901603555783499e-01,9.995685433885151960e-01,9.996862545572634540e-01,9.997592688861520749e-01,9.997874352841890078e-01,9.996975541932335840e-01,9.998059841975044382e-01,9.998161053757408379e-01,9.998032425491585329e-01,9.998133482488200663e-01,9.998112867771662415e-01,9.998540012459435911e-01,9.998939686048231579e-01,9.999208537573763822e-01,9.999394051892317448e-01,9.999309273418559574e-01,9.999324045186084309e-01,9.998700180540671667e-01,9.998063703527266810e-01,9.998000191651419399e-01,9.997852506969822084e-01,9.997874540645084185e-01,9.997936653017899244e-01,9.998299337173424117e-01,9.998477196144537338e-01,9.998752307909803960e-01,9.999210198292544094e-01,9.999243795745665908e-01,9.999171118381909862e-01,9.998974090097599854e-01,9.999114824063038975e-01,9.999073859633293981e-01,9.998991552331537580e-01,9.999128040686587893e-01,9.999230719048726179e-01,9.999541651048421409e-01,9.999632183643548666e-01,9.999843423493992578e-01,9.999952039917675561e-01,9.999999999844871867e-01
1.820738343951234517e-01,7.402034350090096193e-02,5.041124448085552989e-02,3.913847265238287743e-02,2.884776499327735763e-02,2.686977927189623111e-02,2.278012812718131774e-02,2.311070493041953930e-02,1.932603212209747096e-02,1.876199300540243656e-02,1.629412505214040963e-02,1.609637140593491236e-02,1.536801851558100909e-02,1.497200965555607263e-02,1.433238396134943124e-02,1.453712542818235212e-02,1.302115031834290629e-02,1.234132153998865333e-02,1.153295361739724474e-02,1.101654790176364793e-02,1.130313152601727759e-02,9.808452117724658637e-03,9.498989625399179709e-03,8.861872951270494472e-03,8.149970215305789994e-03,7.445830916952727793e-03,7.487808351274577445e-03,8.306379562571927430e-03,9.305248904304055588e-03,9.220322212563908729e-03,9.148051581365326465e-03,8.816301358230728413e-03,9.098674062476528462e-03,8.598820827939874720e-03,7.937852288176514351e-03,7.365801318736816400e-03,6.291477099114576102e-03,5.703068511729921831e-03,5.259008897786793604e-03,5.700092738129948142e-03,5.334247337447517272e-03,4.948480550813783366e-03,5.025035447274184448e-03,4.451795805663739426e-03,4.584422622152499981e-03,3.897586908662077632e-03,3.371076981654845279e-03,2.366470201269968432e-03,1.440248499271283697e-03,3.046793588465461783e-06
8.975919501327270789e-01,9.880911495457650462e-01,9.943733001383837644e-01,9.978948057241514569e-01,9.963711828042552954e-01,9.962567751987674303e-01,9.977511921304648146e-01,9.991673470468956930e-01,9.988270319579867218e-01,9.983068575264707478e-01,9.982314532986978906e-01,9.984145095232416223e-01,9.993399394492537002e-01,9.991994788912949010e-01,9.992306557463063177e-01,9.993503568912458501e-01,9.992953883138523397e-01,9.993347828501650820e-01,9.995031878369542433e-01,9.996593390013271963e-01,9.995210936344564034e-01,9.994921013953214084e-01,9.995727378838712429e-01,9.995716720961748125e-01,9.996747465780752018e-01,9.995809487430158402e-01,9.996316205500322960e-01,9.997188863051096330e-01,9.997060602255620765e-01,9.996686445870394122e-01,9.997501260919049448e-01,9.997356387826281665e-01,9.997205630032562906e-01,9.997796465564361412e-01,9.997988315292070105e-01,9.998388402249547280e-01,9.998557670224824667e-01,9.998982356386399983e-01,9.999259513206565364e-01,9.999289708897494133e-01,9.999325594706630627e-01,9.999425115669419162e-01,9.999448263617781718e-01,9.999584851658475104e-01,9.999480104539092418e-01,9.999653830372644547e-01,9.999781578108940527e-01,9.999864405655578548e-01,9.999945330328363635e-01,9.999999998828741354e-01
2.656428619568059757e-01,9.574498662750124955e-02,7.140696203231144956e-02,4.585428623540335064e-02,4.093790494071736924e-02,4.165113266185422464e-02,3.507189018821339072e-02,2.918666237952975001e-02,2.964164519654871946e-02,2.924198705750353025e-02,3.147044930039209765e-02,2.881370259386690710e-02,2.529118515717632132e-02,2.461156155183938030e-02,2.413625123067004649e-02,2.131595442627098533e-02,2.094564081046125167e-02,1.962634850816918214e-02,1.729305531053322575e-02,1.532152959023947748e-02,1.620943738842726273e-02,1.525350482885446876e-02,1.531559217793590846e-02,1.556617907912322130e-02,1.510880462899598202e-02,1.554381054579631605e-02,1.466442122620788095e-02,1.350507359574157178e-02,1.406409249616307269e-02,1.475622737828154521e-02,1.324131357898235793e-02,1.314750124656135187e-02,1.307140956399054435e-02,1.155420555939386772e-02,1.124518991486245408e-02,9.912945925695689636e-03,9.463823145794324210e-03,8.709104814493313571e-03,7.821240446212166311e-03,7.196439362702362723e-03,6.774453621593733675e-03,6.157249734561383130e-03,5.826101538695876297e-03,4.976258318357503450e-03,4.892874803251771702e-03,4.016241459975747850e-03,3.170931315147228723e-03,2.573079807236788516e-03,1.819203227018399011e-03,6.511843364372420299e-06
8.592327855960284477e-01,9.793364794394457951e-01,9.902452682564873987e-01,9.884068185967003206e-01,9.888927869798608272e-01,9.900135311003857019e-01,9.928804393603232192e-01,9.957130796835899078e-01,9.965169036413494830e-01,9.966482978727927433e-01,9.970256176516941737e-01,9.971614921754281546e-01,9.972642353200309451e-01,9.976679191654261869e-01,9.979276469272413408e-01,9.977226672976100552e-01,9.982254455277108640e-01,9.983485475756692651e-01,9.986696793858595989e-01,9.987615791089985429e-01,9.989069297772581457e-01,9.986918597188215729e-01,9.986083233578789686e-01,9.988098516852442765e-01,9.987458292227948675e-01,9.991136834542949652e-01,9.990452535969768233e-01,9.992149537430079498e-01,9.993210061010638912e-01,9.991947154261129338e-01,9.992221731362466164e-01,9.993142272785480174e-01,9.995120265857030395e-01,9.996568621788682885e-01,9.997334685326538795e-01,9.997540176933989997e-01,9.997837966948678323e-01,9.998388362698399368e-01,9.998995513628425869e-01,9.999204870560868263e-01,9.999276491968326352e-01,9.999191940542332402e-01,9.999260005967760545e-01,9.999070675570000954e-01,9.999097053397649759e-01,9.999295523398707974e-01,9.999404001370647554e-01,9.999671329685749788e-01,9.999875482351607836e-01,9.999999999735386114e-01
3.016290264381933928e-01,1.017363732917632713e-01,7.324499829383640526e-02,6.820527603755419110e-02,6.232923550704854571e-02,5.701107085244937200e-02,4.799527312392596473e-02,4.071924383284258181e-02,3.573123369700882679e-02,3.740649705057872559e-02,3.682725310893730092e-02,3.334037885657888112e-02,3.139741826937711422e-02,2.883654157630287720e-02,2.710447226045886032e-02,2.859618717755470219e-02,2.585531100675965421e-02,2.479627575430467037e-02,2.272047713724682783e-02,2.240425553291811381e-02,2.131126520156593346e-02,2.232222723118131025e-02,2.290324103978585990e-02,2.292090619643905383e-02,2.240271583441280287e-02,1.942867971004812525e-02,1.963329756291794237e-02,1.887402396234787519e-02,1.855361777270856521e-02,1.930897895848263796e-02,1.831059811352516234e-02,1.757945664150365253e-02,1.590071404629401705e-02,1.419187755730154724e-02,1.153468851041861143e-02,1.078479008441550827e-02,1.086439951214963028e-02,1.047300981354455304e-02,8.580626850965883748e-03,7.466943150348331198e-03,6.991840011830349234e-03,6.915829976762400202e-03,6.419063124196325125e-03,6.406245442872034700e-03,6.097033975986393232e-03,5.271658645422152602e-03,4.241390329769930377e-03,3.127917500235320638e-03,2.350917948409331215e-03,5.185569929899189457e-06
9.427739228422024054e-01,9.924197402486979458e-01,9.980691278599636007e-01,9.988226460729322520e-01,9.992821266473127517e-01,9.993340612004656398e-01,9.989939704925483444e-01,9.987543915683720908e-01,9.992257683210257202e-01,9.993637408457638482e-01,9.990963012495518436e-01,9.993738600011108364e-01,9.993658316675265718e-01,9.994835763218804514e-01,9.995200987635820544e-01,9.996173535031473989e-01,9.996359826401045590e-01,9.997770330802205896e-01,9.996838163956340839e-01,9.997753666123002647e-01,9.998432181494081306e-01,9.998251485122437998e-01,9.998723084707992204e-01,9.998889574517916268e-01,9.998353528029252368e-01,9.998891388809098002e-01,9.999132933476381213e-01,9.999041649751428951e-01,9.999217169611345213e-01,9.999218294386338357e-01,9.999458895938683201e-01,9.999337802144043774e-01,9.999423019198963036e-01,9.999541376284732941e-01,9.999374220936635416e-01,9.999385925836823397e-01,9.999484960835818281e-01,9.999534656320292481e-01,9.999658029357968436e-01,9.999640727926247807e-01,9.999618467879717310e-01,9.999555148391057191e-01,9.999508552726965593e-01,9.999630577682550037e-01,9.999698619912102959e-01,9.999740580856242289e-01,9.999863191678011187e-01,9.999945197651642914e-01,9.999970851304801345e-01,9.999999999787009264e-01
2.471103295087083429e-01,8.328544650974277486e-02,6.452759406738237113e-02,4.870597076557007382e-02,3.976851358407920006e-02,3.732988751162916868e-02,4.141417936469542899e-02,3.952335091732613048e-02,3.532416189429969655e-02,3.025789486045994681e-02,3.014730809609631954e-02,2.809231539487114584e-02,2.699765052919716676e-02,2.423432919274212324e-02,2.260250476710099626e-02,2.022939844864688266e-02,1.947696721225497182e-02,1.837361894779545798e-02,1.874129029620614020e-02,1.655540192336102043e-02,1.506316353266065958e-02,1.485642028617058415e-02,1.374394039242852160e-02,1.369315715205151295e-02,1.537776303821055540e-02,1.301919464613770540e-02,1.136919929666049302e-02,1.183741839536265987e-02,1.097701513396362114e-02,9.966521238937087884e-03,9.147276428753471286e-03,8.991352573869891909e-03,8.651938224015363194e-03,8.685874369514358026e-03,9.334357239115369589e-03,8.987198512010340437e-03,8.378618152331323773e-03,7.478007610082135041e-03,6.718621974425019981e-03,6.725781756673302261e-03,6.253613482941944128e-03,5.944556693093835942e-03,5.574579981769060659e-03,5.223969100389239638e-03,5.027025971222793231e-03,4.650365065159723157e-03,3.680653007659777202e-03,2.826212141993148831e-03,2.047333349220147296e-03,5.017298408808277335e-06
