1.264200000000000017e+02,1.143599999999999994e+02,1.132000000000000028e+02,1.083599999999999994e+02,1.062999999999999972e+02,8.912000000000000455e+01,8.021999999999999886e+01,6.756000000000000227e+01,5.353999999999999915e+01,3.411999999999999744e+01
1.882599999999999909e+02,1.807599999999999909e+02,1.737400000000000091e+02,1.699199999999999875e+02,1.599199999999999875e+02,1.509000000000000057e+02,1.414600000000000080e+02,1.174399999999999977e+02,1.001428571428571388e+02,6.364000000000000057e+01
2.283400000000000034e+02,2.220612244897959044e+02,2.124799999999999898e+02,2.061999999999999886e+02,1.988799999999999955e+02,1.945600000000000023e+02,1.719199999999999875e+02,1.584285714285714164e+02,1.314600000000000080e+02,8.835999999999999943e+01
2.394600000000000080e+02,2.401200000000000045e+02,2.434600000000000080e+02,2.357599999999999909e+02,2.234399999999999977e+02,2.124000000000000057e+02,1.951800000000000068e+02,1.815000000000000000e+02,1.563600000000000136e+02,1.126800000000000068e+02
2.470600000000000023e+02,2.453000000000000114e+02,2.339000000000000057e+02,2.427800000000000011e+02,2.312800000000000011e+02,2.297599999999999909e+02,2.203199999999999932e+02,1.981399999999999864e+02,1.798799999999999955e+02,1.329795918367346985e+02
2.573399999999999750e+02,2.567400000000000091e+02,2.548799999999999955e+02,2.659399999999999977e+02,2.553265306122449090e+02,2.543199999999999932e+02,2.523673469387755119e+02,2.418799999999999955e+02,2.308600000000000136e+02,1.937199999999999989e+02
2.532800000000000011e+02,2.593469387755101820e+02,2.624200000000000159e+02,2.550600000000000023e+02,2.568999999999999773e+02,2.596999999999999886e+02,2.508400000000000034e+02,2.531599999999999966e+02,2.466800000000000068e+02,2.339000000000000057e+02
2.592599999999999909e+02,2.558600000000000136e+02,2.549799999999999898e+02,2.546326530612244881e+02,2.649200000000000159e+02,2.538799999999999955e+02,2.577346938775510239e+02,2.583799999999999955e+02,2.588999999999999773e+02,2.528000000000000114e+02
2.527599999999999909e+02,2.580600000000000023e+02,2.531399999999999864e+02,2.491800000000000068e+02,2.665799999999999841e+02,2.575799999999999841e+02,2.515714285714285836e+02,2.552599999999999909e+02,2.527599999999999909e+02,2.461200000000000045e+02
2.587400000000000091e+02,2.648999999999999773e+02,2.638999999999999773e+02,2.595799999999999841e+02,2.541200000000000045e+02,2.680000000000000000e+02,2.523877551020408134e+02,2.690799999999999841e+02,2.507599999999999909e+02,2.450399999999999920e+02
